customer_id,transaction_date,transaction_value
C101250,2024-02-18,2.14
C101419,2024-07-30,61.95
C100938,2025-03-16,73.28
C101242,2025-01-28,1.54
C101564,2025-07-12,112.0
C100526,2025-05-15,42.1
C101970,2023-06-16,23.82
C100727,2024-06-23,38.52
C101017,2024-06-11,79.84
C100283,2024-03-16,28.79
C100471,2024-12-08,38.18
C101990,2023-12-02,9.88
C100972,2023-07-02,74.43
C100282,2024-10-06,15.47
C100596,2023-07-10,5.89
C101180,2025-05-08,6.04
C100165,2025-02-05,82.17
C101294,2024-04-20,78.32
C100751,2023-06-09,10.49
C100373,2023-04-27,63.76
C101431,2024-04-15,166.91
C100191,2023-05-19,13.16
C100645,2024-03-23,43.59
C100017,2024-01-31,162.45
C101525,2024-04-28,4.96
C100363,2025-08-22,19.97
C101427,2023-10-09,125.89
C101057,2023-09-10,152.76
C100835,2023-10-16,110.35
C100890,2023-10-25,53.9
C101192,2023-03-07,109.18
C100387,2025-01-07,96.4
C100954,2023-05-05,31.39
C100225,2023-09-03,70.95
C100517,2025-07-23,8.82
C100321,2025-10-20,1.26
C100484,2024-10-24,180.4
C100674,2025-06-17,29.33
C100534,2023-05-12,59.78
C101722,2025-09-16,48.74
C100935,2025-02-20,63.81
C101489,2023-04-06,48.38
C101091,2024-04-21,52.99
C101818,2024-05-10,54.94
C100560,2025-09-05,7.67
C100751,2024-03-25,1.0
C101366,2025-04-06,16.16
C100596,2025-04-02,77.78
C100520,2024-03-29,52.06
C100206,2025-01-18,22.69
C100686,2024-07-20,59.63
C101162,2025-01-01,1.24
C100036,2025-03-26,11.26
C101661,2024-05-30,141.14
C100729,2025-04-28,55.74
C101345,2023-08-28,10.39
C101970,2024-09-01,19.85
C101174,2024-03-14,3.19
C100383,2025-01-24,17.92
C101083,2024-08-29,73.23
C100483,2025-09-08,59.67
C101917,2025-07-21,46.39
C100275,2025-07-02,29.8
C100820,2024-06-08,41.65
C101173,2025-01-21,34.85
C101982,2025-06-05,29.57
C101939,2024-12-09,73.54
C100373,2025-04-21,1.92
C101312,2024-07-26,40.86
C100269,2025-05-29,93.17
C100357,2023-12-14,32.07
C101015,2024-11-02,3.15
C100007,2024-11-19,71.69
C100577,2023-08-27,117.95
C100964,2025-06-12,116.21
C100766,2024-06-11,19.42
C101336,2024-02-04,50.12
C100530,2025-03-06,33.32
C100676,2024-12-30,67.67
C100974,2023-07-09,134.07
C101292,2024-08-17,25.19
C101236,2023-09-25,21.01
C101963,2024-02-14,76.81
C100930,2025-01-02,39.19
C100314,2023-03-08,31.34
C100274,2024-01-07,87.55
C100562,2025-06-12,22.56
C101913,2025-07-18,16.92
C100733,2024-12-02,31.55
C100421,2024-08-25,3.31
C101908,2024-12-20,15.5
C100073,2024-09-26,31.13
C101430,2024-02-02,97.13
C101851,2023-11-23,4.54
C101332,2024-06-14,11.67
C100767,2025-05-14,68.7
C100750,2025-06-06,139.75
C100063,2024-09-25,60.61
C100633,2023-12-09,11.65
C101357,2024-04-24,51.72
C100026,2024-01-21,83.18
C100034,2024-07-24,42.39
C101164,2025-04-05,3.72
C101454,2024-03-29,23.67
C100409,2023-12-25,40.07
C100758,2024-12-10,69.91
C101774,2023-04-24,74.93
C100899,2025-05-14,28.66
C101082,2023-08-30,207.58
C101541,2024-12-07,200.49
C101261,2025-07-23,16.66
C100435,2025-04-04,78.5
C100880,2023-08-02,104.43
C100842,2024-10-11,44.47
C101361,2023-04-16,37.04
C100824,2024-06-16,35.25
C101682,2025-10-17,26.97
C100541,2024-06-20,33.22
C100638,2025-08-07,84.37
C101774,2023-12-03,12.4
C100164,2023-02-09,54.96
C101286,2024-06-04,7.1
C100346,2024-11-14,121.28
C100326,2024-11-13,37.19
C101385,2024-04-25,53.0
C101780,2023-12-22,5.75
C100252,2023-09-13,21.02
C101073,2023-04-20,28.82
C100466,2025-09-05,130.04
C101879,2023-10-19,2.49
C101560,2023-05-07,14.65
C101968,2025-05-03,5.61
C101419,2023-04-23,3.89
C101927,2025-02-17,2.49
C100908,2023-10-23,1.56
C100737,2024-07-26,39.33
C101026,2023-12-20,7.26
C100353,2023-03-14,16.3
C100968,2023-06-02,1.12
C100241,2023-11-02,4.7
C101832,2023-06-01,28.55
C100341,2023-01-04,19.29
C101281,2023-12-26,12.91
C100627,2025-06-15,12.0
C101260,2024-12-03,24.02
C100406,2024-03-23,10.83
C101073,2023-01-24,7.61
C101008,2024-02-20,1.95
C101519,2024-05-08,85.99
C101514,2023-06-08,47.12
C101215,2025-05-31,3.17
C101249,2025-04-18,41.74
C101541,2023-01-06,17.7
C100255,2023-08-13,19.74
C101448,2024-09-26,88.95
C101476,2023-04-01,4.16
C100844,2023-05-16,99.04
C101007,2024-11-19,9.68
C101510,2023-08-22,57.49
C101597,2023-06-20,15.46
C101133,2024-04-12,40.79
C101378,2024-03-27,25.36
C101443,2024-02-23,196.59
C100752,2024-04-05,38.44
C100394,2023-09-25,95.98
C101806,2024-05-08,11.8
C101327,2023-01-22,8.17
C100886,2024-11-30,28.96
C101345,2023-05-11,11.43
C101258,2023-07-19,135.82
C101619,2024-03-09,96.47
C100377,2023-03-17,83.65
C101384,2024-10-12,10.57
C101539,2025-04-18,67.11
C101072,2024-08-02,47.74
C100137,2023-08-23,50.31
C100980,2024-07-05,89.55
C101289,2023-01-30,28.72
C101772,2024-11-23,50.9
C100937,2025-05-15,66.78
C101993,2024-01-01,13.11
C100935,2025-04-25,39.41
C101949,2023-12-02,109.03
C100717,2023-03-05,31.58
C100394,2023-12-12,15.23
C101869,2024-11-26,33.59
C101334,2023-08-10,83.1
C100468,2024-07-24,132.27
C100538,2023-10-09,63.08
C100750,2024-06-23,38.76
C101177,2025-03-03,66.94
C101063,2024-03-03,23.56
C100948,2024-08-09,70.04
C101142,2024-11-05,16.09
C101081,2025-08-21,29.63
C100663,2024-08-18,37.74
C100306,2025-03-18,17.64
C100688,2025-02-21,28.05
C101187,2025-01-02,87.46
C100421,2023-01-23,51.18
C101884,2023-09-29,18.85
C101727,2025-01-18,18.55
C101939,2025-06-02,15.75
C101799,2023-03-21,26.35
C100377,2023-03-16,7.98
C101403,2023-07-30,133.9
C101048,2023-02-02,130.85
C101966,2024-05-06,277.66
C100129,2024-02-10,62.45
C101187,2024-08-06,204.1
C101437,2025-05-31,84.7
C100615,2023-01-02,47.87
C101495,2025-04-07,76.87
C101751,2023-03-02,152.91
C100149,2025-01-24,107.28
C101665,2025-10-19,216.65
C100716,2023-12-29,37.21
C101254,2023-12-13,28.18
C101399,2023-03-02,52.99
C101782,2025-06-18,9.03
C100289,2023-01-21,44.17
C101526,2024-12-29,18.43
C100052,2025-02-25,25.7
C101683,2023-01-17,3.46
C100142,2024-12-15,62.65
C100809,2023-04-06,138.86
C101564,2025-07-12,106.49
C100971,2024-05-26,60.51
C100710,2024-05-31,37.4
C101607,2024-09-10,69.34
C100543,2024-09-22,94.6
C101279,2024-12-16,3.98
C101005,2023-08-15,38.03
C100690,2025-07-07,77.96
C100933,2025-09-04,47.42
C101040,2024-10-26,43.82
C101109,2025-04-03,19.32
C100465,2024-10-03,7.91
C101249,2025-07-06,56.52
C101188,2023-05-13,20.55
C100712,2023-11-27,27.62
C101201,2023-12-11,56.18
C100875,2023-01-20,47.06
C101909,2024-04-28,22.69
C101402,2023-12-08,53.87
C100759,2024-04-01,3.11
C100438,2023-03-27,246.71
C101616,2024-08-09,17.79
C101517,2025-09-21,37.0
C100666,2024-02-19,25.02
C100196,2025-01-26,22.35
C101882,2023-11-23,12.86
C100203,2025-10-17,43.7
C101284,2024-12-18,53.06
C101720,2025-06-30,122.11
C101463,2024-01-13,76.84
C101574,2025-01-08,58.59
C101448,2025-07-01,235.18
C101464,2023-07-24,190.07
C101891,2024-09-04,47.63
C100897,2025-03-08,27.71
C100926,2024-04-16,16.91
C100233,2024-03-31,56.29
C100207,2023-12-06,56.3
C101154,2025-03-23,8.07
C101750,2025-07-03,126.75
C100334,2023-12-03,5.99
C101995,2025-01-18,109.47
C101428,2023-05-01,7.85
C100895,2023-04-18,19.49
C100326,2025-02-14,79.03
C100826,2024-12-04,118.15
C100391,2025-08-21,111.32
C101314,2024-08-07,62.81
C100880,2024-05-02,15.72
C100800,2025-10-18,66.7
C100730,2023-12-10,1.0
C101453,2023-06-21,57.43
C100536,2025-08-13,23.46
C100466,2025-04-15,192.82
C100630,2025-04-17,87.13
C101797,2025-10-02,17.81
C101633,2024-02-19,33.88
C100069,2023-12-12,88.27
C100258,2023-10-26,31.69
C101163,2025-03-09,51.45
C101431,2025-09-03,68.88
C100832,2023-12-06,158.1
C101329,2023-04-05,34.6
C100928,2023-05-10,10.49
C101493,2024-08-28,6.2
C101278,2023-08-04,22.08
C100056,2024-05-07,44.87
C100459,2025-06-25,47.88
C100712,2025-09-01,38.65
C100195,2023-02-05,24.87
C101761,2024-06-07,47.45
C101942,2024-03-13,21.55
C100405,2024-07-01,86.81
C101430,2024-02-01,6.51
C101435,2025-02-17,28.91
C101019,2024-07-02,41.34
C100803,2023-01-02,65.8
C101369,2024-03-01,51.54
C101805,2024-10-29,60.19
C101288,2024-02-21,31.12
C100267,2023-08-05,92.14
C100918,2024-05-29,14.23
C101888,2025-01-25,4.11
C101871,2025-09-04,88.65
C101660,2024-07-03,37.14
C100279,2023-05-28,71.14
C101837,2025-05-06,51.26
C100691,2025-09-10,23.83
C101552,2025-09-08,131.68
C101287,2025-09-22,83.95
C101024,2023-01-27,39.78
C100906,2024-07-07,47.24
C101216,2024-11-28,50.67
C100173,2025-03-07,99.1
C100767,2023-02-02,53.47
C101333,2024-08-22,26.23
C101571,2024-12-18,62.53
C101127,2023-05-26,30.16
C101017,2024-03-09,81.06
C101265,2023-08-15,33.85
C100514,2024-09-13,22.71
C101313,2025-08-14,18.98
C101056,2024-12-17,211.62
C100988,2025-09-24,4.41
C101765,2023-11-17,6.0
C101610,2023-02-16,4.35
C101292,2025-06-23,179.37
C101127,2025-10-10,55.45
C100935,2023-12-04,91.44
C101131,2025-03-26,26.18
C101900,2023-01-15,6.31
C101574,2023-12-29,24.81
C100684,2024-03-12,7.02
C100591,2023-04-20,24.86
C100970,2025-03-16,26.62
C101857,2025-04-01,28.38
C101103,2024-11-21,24.81
C101057,2024-09-15,175.25
C100149,2024-02-14,91.57
C101233,2023-05-08,27.12
C100327,2025-02-04,111.99
C100561,2023-04-28,90.68
C101651,2023-03-09,43.11
C101543,2023-05-25,68.45
C101845,2023-12-26,7.75
C101820,2023-02-17,31.61
C100258,2025-05-29,18.19
C100564,2023-02-15,85.06
C101454,2025-03-02,1.02
C101394,2024-01-18,119.09
C100639,2023-04-06,126.84
C101706,2024-09-28,105.84
C100016,2024-12-22,32.14
C101902,2025-08-10,14.85
C101476,2025-03-23,76.15
C101614,2023-04-23,10.64
C101105,2025-05-10,14.56
C101757,2024-01-11,71.64
C100843,2024-06-30,5.15
C100435,2023-12-02,11.78
C100824,2025-04-03,12.13
C101689,2024-04-11,146.95
C101826,2025-08-20,46.67
C100919,2025-06-06,86.42
C101882,2025-09-15,28.34
C101441,2023-02-10,5.19
C100224,2023-06-07,108.65
C101897,2025-09-27,25.43
C101973,2023-10-09,35.71
C101815,2024-07-20,2.06
C101843,2024-07-29,15.39
C100335,2024-02-13,19.06
C100662,2024-03-22,23.75
C100625,2024-07-28,4.42
C101695,2023-08-01,176.11
C101675,2023-07-02,23.7
C100129,2025-05-06,1.0
C100219,2023-08-02,21.96
C101598,2023-02-11,1.0
C100272,2025-05-05,61.95
C101866,2025-09-22,2.17
C101282,2025-05-26,1.16
C100048,2024-09-01,2.64
C100177,2024-05-14,28.1
C101258,2023-04-18,65.39
C100437,2025-02-21,14.94
C100696,2023-05-04,19.72
C101473,2023-03-09,1.0
C101691,2025-07-27,140.78
C101715,2024-10-09,12.7
C101840,2023-03-09,65.94
C101949,2023-04-03,148.32
C100164,2023-11-28,114.1
C100109,2024-01-25,188.18
C100435,2024-05-19,1.0
C101267,2023-01-06,22.24
C100457,2025-03-05,6.95
C100985,2023-02-13,3.6
C101053,2023-03-16,2.12
C100680,2023-07-15,41.99
C100636,2024-03-13,140.24
C101861,2025-05-12,58.67
C100418,2025-09-10,62.88
C101124,2025-05-24,24.55
C101091,2024-04-05,8.93
C100117,2023-12-21,8.39
C100907,2025-01-31,22.3
C100109,2025-07-30,16.43
C101140,2024-02-24,16.58
C100331,2023-06-15,41.41
C100027,2024-11-19,48.13
C101380,2024-01-29,30.96
C101507,2023-01-30,31.82
C100171,2025-09-24,71.21
C101174,2024-05-25,10.24
C101765,2023-04-13,74.58
C100270,2024-10-09,36.57
C101633,2025-03-25,30.24
C100117,2025-03-29,86.42
C101601,2024-01-14,37.15
C100263,2023-01-15,14.9
C100473,2025-03-04,84.05
C100029,2024-11-15,9.46
C100937,2023-04-01,3.0
C101917,2024-11-09,14.29
C100603,2024-09-17,6.35
C101101,2023-05-26,12.63
C100767,2024-02-11,5.9
C100081,2023-11-07,15.27
C100496,2023-01-30,120.01
C101893,2024-05-30,9.89
C101224,2024-03-03,20.44
C100173,2024-04-14,64.55
C101075,2025-09-27,48.96
C101247,2024-12-27,10.66
C100375,2024-11-15,9.72
C101144,2024-04-06,19.42
C100344,2025-06-23,1.02
C101470,2024-12-29,46.2
C101417,2025-10-19,7.95
C101647,2024-07-25,6.11
C101201,2023-12-22,82.19
C101084,2025-03-04,1.0
C101120,2024-01-01,66.66
C101099,2023-04-23,21.6
C100009,2024-10-20,4.39
C100757,2023-08-26,14.5
C100698,2024-12-04,41.95
C100769,2023-09-13,140.01
C100481,2024-07-09,73.14
C101080,2024-09-28,54.83
C101596,2025-02-24,222.43
C100743,2023-03-01,10.31
C101354,2023-07-29,14.27
C100381,2024-03-12,211.76
C101667,2025-04-26,14.7
C101432,2023-01-27,5.42
C100092,2023-08-07,35.25
C100247,2024-09-30,46.12
C100906,2025-10-19,184.83
C100116,2024-05-13,43.04
C100494,2024-02-12,12.24
C100930,2024-06-19,2.74
C101924,2023-05-05,29.06
C100880,2025-05-14,62.04
C101404,2024-04-24,9.26
C101271,2024-03-04,18.58
C101955,2025-06-29,38.59
C100484,2023-04-29,26.11
C100207,2025-02-24,60.55
C101400,2024-10-06,2.16
C101829,2024-04-06,102.38
C101352,2023-12-07,13.3
C101103,2025-06-21,7.67
C101396,2024-01-03,52.99
C101729,2025-05-01,29.38
C100077,2023-08-22,11.92
C100899,2024-08-13,41.76
C100071,2023-07-26,55.96
C101818,2024-07-10,25.39
C100662,2024-06-17,24.82
C101387,2023-12-31,6.26
C100395,2023-05-25,49.03
C101634,2024-02-16,86.72
C100040,2024-07-04,126.2
C100999,2024-06-28,115.39
C100302,2025-10-21,81.04
C100970,2023-10-28,51.04
C100150,2025-02-06,122.99
C101238,2024-07-22,56.74
C101614,2024-11-21,56.86
C100386,2025-08-18,8.99
C101163,2025-05-29,31.4
C100903,2024-04-15,7.26
C101534,2024-10-01,80.37
C101214,2024-03-07,163.4
C101045,2023-02-18,76.17
C100846,2023-11-24,27.6
C101352,2024-02-25,1.36
C101718,2025-08-09,1.24
C101546,2023-10-12,16.89
C100051,2024-12-14,20.77
C101106,2024-02-18,185.73
C100816,2024-09-15,283.07
C101750,2025-01-21,31.42
C101014,2024-04-23,42.87
C100275,2025-05-09,104.83
C100443,2024-11-15,47.01
C101625,2024-12-29,41.62
C100590,2023-07-21,39.72
C101042,2023-01-09,8.62
C101928,2023-09-20,1.27
C100431,2024-05-25,12.05
C101339,2024-10-31,11.81
C101060,2023-08-28,31.6
C100685,2023-11-13,51.53
C101256,2024-06-09,50.78
C100713,2025-09-20,74.23
C101567,2023-09-01,20.45
C101293,2024-02-02,146.99
C100033,2023-04-15,8.29
C101844,2024-05-03,52.66
C101781,2025-02-14,57.29
C101254,2023-06-24,6.42
C101663,2023-05-15,256.95
C101227,2023-12-14,4.7
C101145,2024-01-23,24.92
C101199,2025-06-18,6.41
C100594,2024-10-28,70.73
C101154,2025-09-13,28.31
C100626,2023-04-04,69.32
C101523,2024-04-03,187.8
C101835,2024-08-01,242.36
C101393,2024-02-26,21.63
C101673,2025-02-20,12.37
C100860,2023-03-18,32.23
C100942,2025-01-04,47.2
C101251,2025-01-09,152.88
C101375,2025-03-12,68.39
C100184,2023-04-16,9.47
C101555,2024-06-29,188.84
C100625,2024-12-16,130.31
C100834,2023-03-27,51.59
C101459,2023-03-08,50.66
C101822,2024-09-16,62.48
C101898,2024-10-08,46.41
C101979,2023-08-30,57.1
C100719,2023-10-06,73.04
C101383,2024-08-30,46.18
C100430,2023-07-21,26.62
C100247,2024-09-24,175.03
C101454,2023-06-02,3.97
C100887,2023-02-08,11.69
C100131,2025-02-28,82.29
C101520,2023-04-20,60.49
C101912,2023-07-24,43.08
C100341,2024-01-29,33.84
C100506,2025-09-27,20.11
C101173,2024-05-19,36.48
C100043,2023-09-07,64.05
C101757,2024-04-01,77.98
C100611,2025-02-20,230.81
C101619,2024-06-25,15.31
C101199,2025-05-31,1.0
C101978,2025-09-20,97.63
C100004,2023-11-15,19.67
C101864,2025-01-02,24.18
C101474,2024-09-11,25.0
C100981,2023-10-20,6.53
C100569,2024-03-02,77.31
C100908,2025-08-09,34.66
C101380,2025-08-14,2.79
C100942,2023-12-11,74.13
C100479,2025-03-23,18.32
C101138,2024-09-07,23.58
C101991,2023-09-30,30.55
C100649,2023-08-13,66.25
C101048,2023-12-30,125.19
C100383,2024-04-19,45.74
C101902,2024-09-20,13.48
C101479,2025-07-14,5.82
C101356,2023-08-29,82.66
C100200,2024-09-07,20.85
C101973,2024-06-03,2.62
C101505,2024-10-31,80.68
C101297,2023-06-25,45.0
C100820,2023-01-07,12.14
C101242,2023-02-25,81.69
C100776,2023-05-20,9.99
C100101,2025-01-10,3.5
C101868,2024-09-20,53.88
C100707,2024-01-16,17.61
C100801,2023-08-06,37.97
C100467,2024-09-21,81.56
C101445,2023-01-08,15.43
C100444,2024-11-09,44.81
C100725,2024-06-17,133.48
C100278,2023-12-28,6.74
C101138,2023-08-03,24.56
C100979,2024-10-17,12.86
C101954,2023-03-25,4.7
C100286,2024-04-02,61.65
C100487,2025-01-17,5.28
C100524,2024-02-18,11.64
C100876,2025-05-25,70.31
C100554,2023-09-29,90.16
C100072,2025-01-26,105.4
C100841,2024-02-25,82.57
C100172,2023-06-08,4.32
C100201,2024-11-09,50.22
C100740,2024-08-20,7.73
C101148,2023-06-29,14.98
C101304,2024-06-23,41.76
C101221,2024-10-20,34.74
C100092,2024-08-02,58.38
C100705,2023-07-11,33.57
C101821,2025-03-14,65.87
C100313,2024-10-23,52.63
C101377,2024-06-17,1.8
C101524,2025-06-03,53.3
C101139,2025-04-17,4.53
C100261,2024-03-19,38.34
C101458,2023-01-13,84.25
C100616,2023-08-12,14.84
C101517,2025-02-11,5.39
C101167,2023-08-14,99.71
C100214,2023-04-11,2.25
C100928,2024-11-30,40.94
C100430,2023-02-06,34.46
C101762,2023-10-21,58.16
C100102,2024-02-27,52.63
C100672,2023-11-02,93.25
C100667,2024-07-20,98.08
C101530,2023-03-15,41.75
C101422,2024-12-18,26.53
C100968,2023-12-01,55.88
C100985,2025-04-08,45.21
C100937,2024-12-17,20.75
C101566,2024-09-19,31.07
C100199,2024-07-15,9.6
C101927,2025-01-23,179.35
C100581,2025-05-29,66.73
C101964,2023-03-18,41.13
C100394,2023-03-23,141.0
C101900,2023-02-05,99.98
C100826,2023-03-14,57.25
C101808,2025-01-10,16.88
C100843,2024-04-13,8.05
C100843,2024-02-20,5.45
C101211,2024-04-28,20.54
C101041,2023-11-20,21.94
C100784,2024-08-25,16.21
C101379,2025-03-16,1.0
C100341,2023-07-24,1.93
C100710,2025-08-05,87.16
C100438,2024-08-14,20.95
C100835,2023-12-30,154.11
C101363,2025-03-09,82.72
C101731,2024-11-06,189.69
C101278,2024-03-03,54.68
C100293,2023-01-21,105.76
C100876,2025-06-20,51.7
C100565,2023-04-12,26.89
C100671,2023-06-01,23.75
C101347,2024-03-16,45.55
C101217,2023-11-24,20.01
C101997,2023-10-10,78.66
C101100,2025-10-13,37.4
C101091,2024-08-31,69.03
C100554,2025-07-27,74.95
C101599,2024-03-27,1.13
C100438,2023-07-28,25.7
C101309,2023-07-18,69.76
C101971,2024-09-07,59.82
C100711,2025-03-19,37.7
C100338,2023-05-05,4.46
C101435,2024-02-16,20.22
C101164,2023-05-21,28.92
C100971,2024-10-30,30.66
C100661,2023-05-25,124.63
C100758,2025-01-22,16.75
C101949,2024-03-11,2.3
C100969,2023-07-20,36.29
C100801,2023-02-06,1.0
C100144,2023-11-14,17.13
C100608,2025-04-28,22.32
C100778,2023-10-11,42.05
C101591,2023-03-13,86.96
C101965,2025-04-12,16.46
C100264,2024-09-10,12.89
C100470,2025-09-05,6.15
C101732,2024-06-01,46.04
C101027,2024-07-25,10.75
C100073,2024-02-03,29.77
C101207,2023-08-07,13.01
C101546,2024-06-30,26.31
C101167,2025-07-27,13.12
C101459,2023-09-30,85.32
C100427,2025-06-26,12.52
C100301,2024-11-06,226.07
C100597,2023-04-27,6.05
C101526,2023-02-28,14.26
C100432,2025-09-13,44.52
C100054,2025-10-16,9.55
C100124,2025-08-29,3.75
C101671,2023-03-30,18.39
C101796,2023-12-22,21.06
C101105,2025-02-28,22.27
C101307,2023-04-23,19.21
C101323,2023-12-06,1.55
C100367,2023-08-04,1.17
C100396,2024-04-25,45.6
C101098,2023-04-20,84.24
C100520,2024-05-21,48.42
C101374,2025-02-11,94.07
C100892,2025-09-25,88.2
C100227,2025-08-26,57.37
C101167,2024-09-04,1.0
C101772,2025-08-19,78.89
C100047,2024-08-03,32.32
C100300,2023-02-23,95.71
C100752,2025-02-10,23.51
C101378,2023-11-26,39.67
C100120,2023-09-23,10.82
C101045,2025-06-05,75.38
C100374,2025-01-18,36.89
C101882,2025-08-09,135.52
C101622,2023-12-12,80.86
C101212,2023-06-16,77.34
C100927,2024-04-01,204.56
C100912,2024-10-07,201.59
C101846,2023-04-04,10.68
C101701,2023-06-11,15.88
C100780,2023-09-22,3.79
C100158,2024-12-20,9.42
C100328,2024-11-02,13.28
C101048,2025-01-17,40.84
C101555,2023-07-22,109.86
C101832,2025-07-16,10.14
C100522,2025-06-06,17.58
C101078,2024-03-06,24.25
C100403,2025-01-19,13.87
C101540,2025-01-21,36.48
C100275,2024-11-18,86.09
C101107,2025-01-27,31.09
C100169,2025-06-23,53.8
C100481,2023-04-02,11.86
C100834,2023-12-24,158.85
C101411,2025-10-13,21.44
C100212,2024-09-05,26.73
C101219,2024-05-05,1.0
C100896,2023-01-14,66.64
C100624,2025-04-14,64.03
C101335,2024-05-07,117.43
C100573,2023-10-29,103.1
C100438,2024-11-01,61.78
C101682,2024-10-14,92.08
C101022,2023-12-28,34.55
C100581,2023-08-09,25.48
C100811,2024-05-08,9.27
C101263,2023-05-17,78.47
C101623,2025-06-01,92.73
C100254,2024-04-01,84.82
C101465,2024-08-10,12.55
C101081,2024-04-12,95.64
C101207,2025-04-28,39.21
C100045,2023-01-24,15.65
C100599,2024-11-29,1.94
C101908,2025-02-08,45.69
C100446,2024-03-22,49.72
C101911,2024-10-03,14.83
C101804,2025-05-07,93.45
C100180,2025-09-12,55.11
C100223,2023-10-18,25.57
C100344,2023-05-20,12.98
C101679,2023-11-14,1.0
C100213,2024-09-11,72.13
C101676,2023-11-09,28.13
C101568,2024-03-06,24.47
C100516,2023-12-20,59.17
C101734,2024-07-23,88.29
C101702,2025-04-07,8.38
C100638,2025-01-18,48.95
C101353,2023-12-17,7.19
C100123,2023-05-18,17.79
C101983,2023-05-28,141.62
C100939,2024-07-02,27.46
C101985,2025-06-25,25.83
C101080,2024-01-09,203.45
C101683,2023-06-18,3.34
C100578,2023-04-20,21.2
C101696,2025-04-17,39.56
C100528,2023-06-19,200.99
C101859,2023-05-03,28.8
C100805,2025-05-28,23.47
C100457,2025-04-10,2.29
C101148,2025-09-18,4.66
C101327,2025-04-01,123.01
C101826,2024-07-09,45.71
C100673,2024-06-09,32.28
C100696,2023-08-09,10.35
C100252,2025-02-24,26.08
C101577,2023-03-31,6.27
C100631,2023-04-14,78.57
C100050,2025-08-05,177.12
C101609,2025-06-15,66.7
C100603,2023-02-10,22.57
C100967,2023-11-08,29.29
C100132,2024-06-14,21.39
C101620,2025-01-15,12.26
C100475,2024-10-19,84.98
C101081,2023-12-26,28.25
C100087,2025-03-15,111.32
C100500,2024-08-26,63.79
C100398,2024-11-25,73.97
C100815,2024-05-18,4.79
C100532,2023-08-08,1.0
C100005,2025-02-13,12.99
C101028,2024-07-25,20.11
C100004,2025-01-17,50.74
C100356,2025-04-13,39.02
C101391,2024-04-28,55.2
C100806,2024-06-26,148.74
C100814,2023-04-25,9.78
C101225,2025-03-28,34.23
C100320,2025-03-13,93.38
C101882,2023-01-31,17.23
C101164,2025-10-19,187.05
C101240,2023-11-10,7.27
C100129,2023-07-24,110.46
C100576,2025-01-15,15.71
C100492,2025-02-07,7.3
C101886,2023-03-16,40.85
C100522,2024-02-24,152.96
C100071,2025-09-21,4.93
C101667,2025-02-07,11.3
C100837,2023-11-22,96.13
C101376,2024-08-01,128.84
C100415,2025-06-04,31.24
C101093,2023-06-23,19.75
C100952,2023-01-20,153.48
C101240,2023-01-25,28.26
C100852,2024-11-19,17.26
C100877,2023-03-11,22.97
C100862,2025-10-16,18.01
C101726,2024-09-03,11.87
C101231,2023-01-24,179.39
C100322,2023-12-09,36.89
C101486,2024-12-02,23.33
C100217,2024-09-06,65.22
C100893,2024-01-08,97.98
C101812,2025-09-26,21.3
C101832,2025-08-01,7.55
C101189,2024-09-30,6.13
C100062,2024-05-06,45.82
C100343,2024-09-22,2.02
C100026,2025-10-08,8.15
C100586,2024-02-12,20.17
C100827,2023-07-31,37.48
C101853,2024-11-26,68.07
C100254,2024-07-05,122.22
C101801,2024-07-23,13.93
C101877,2024-03-29,37.77
C101208,2023-07-10,1.58
C100132,2024-01-17,1.0
C100517,2023-09-08,2.54
C101662,2023-04-09,19.24
C101116,2025-01-15,90.79
C101066,2023-08-24,53.72
C101668,2023-10-10,12.42
C100309,2024-04-20,9.56
C101133,2024-11-12,30.11
C101489,2023-01-07,201.0
C101134,2024-09-01,20.22
C101310,2023-05-12,85.59
C101417,2024-09-08,36.52
C101042,2025-09-21,45.48
C100695,2023-01-27,8.29
C100949,2023-07-29,3.01
C100768,2023-04-22,27.96
C100395,2023-06-18,24.02
C101524,2023-04-13,100.19
C101932,2023-03-05,30.94
C101824,2023-02-28,26.92
C101403,2024-08-19,19.17
C100926,2025-08-05,8.78
C101541,2024-01-04,96.31
C100318,2023-03-14,135.93
C101453,2023-11-28,7.08
C101063,2025-05-08,1.0
C101778,2025-08-24,21.79
C101121,2023-09-03,44.26
C100552,2025-05-25,1.13
C101161,2024-03-27,55.46
C101972,2023-09-02,6.15
C101656,2023-06-12,40.54
C100535,2024-06-22,22.99
C100667,2024-07-05,83.38
C101061,2023-06-15,18.11
C100210,2025-03-14,16.22
C100075,2023-12-27,5.35
C100780,2025-01-19,17.77
C100836,2024-01-22,19.07
C100798,2023-04-15,34.43
C100870,2023-11-23,74.01
C100347,2024-01-01,68.85
C101311,2024-10-03,28.44
C100648,2024-07-05,44.96
C101550,2024-12-17,3.29
C101102,2024-02-15,132.85
C101567,2023-02-07,13.07
C100096,2025-04-25,34.48
C100227,2025-05-28,72.33
C100176,2023-04-07,33.29
C101991,2025-10-15,63.05
C101827,2024-10-03,20.59
C100894,2023-09-21,18.34
C100829,2025-09-05,61.25
C101758,2024-03-06,48.14
C100215,2023-06-24,6.79
C100174,2024-02-21,19.89
C100532,2023-11-05,69.1
C101795,2024-11-18,169.97
C100926,2023-02-07,80.21
C100973,2024-09-20,145.7
C100075,2023-03-03,136.24
